Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
IRS;Kirsch Municipal;Sturgis;United States;US;41.8;-85.416667;67;5769489;6252001;41.8, -85.416667
CBM;Columbus AFB;Columbus, MS;United States;US;33.643889;-88.443889;67;5645893;6252001;33.643889, -88.443889
FOX;Fox;Fox;United States;US;64.85;-147.766667;67;\N;6252001;64.85, -147.766667
PMB;Intermediate;Pembina;United States;US;48.95;-97.233333;67;\N;6252001;48.95, -97.233333
AIO;Municipal;Atlantic;United States;US;41.4;-95.016667;67;4847385;6252001;41.4, -95.016667
KCN;SPB;Chernofski;United States;US;53.416667;-167.55;67;\N;6252001;53.416667, -167.55
OLF;International;Wolf Point;United States;US;48.083333;-105.566667;67;5687028;6252001;48.083333, -105.566667
EGP;Maverick Co;Eagle Pass;United States;US;28.866667;-100.533333;67;5520677;6252001;28.866667, -100.533333
CEV;Mettle Field;Connersville;United States;US;39.633333;-85.133333;67;4256085;6252001;39.633333, -85.133333
TRX;Memorial;Trenton;United States;US;44.1;-77.583333;67;5105496;6252001;44.1, -77.583333
MLL;Marshall;Marshall;United States;US;61.883333;-162.066667;67;5261952;6252001;61.883333, -162.066667
PDX;Portland International;Portland, OR;United States;US;45.588611;-122.5975;67;5746545;6252001;45.588611, -122.5975
BSQ;Bisbee Municipal Arpt;Bisbee;United States;US;31.363889;-109.881111;67;5284905;6252001;31.363889, -109.881111
EUF;Weedon Field;Eufaula;United States;US;31.95;-85.133333;67;4536031;6252001;31.95, -85.133333
IGG;Igiugig;Igiugig;United States;US;59.316667;-155.9;67;\N;6252001;59.316667, -155.9
NTD;Point Mugu NAS;Port Hueneme, CA;United States;US;34.120278;-119.121111;67;5384339;6252001;34.120278, -119.121111
KPV;Perryville SPB;Perryville;United States;US;55.9;-159.133333;67;4402998;6252001;55.9, -159.133333
ROW;Industrial;Roswell;United States;US;33.416667;-104.55;67;5488441;6252001;33.416667, -104.55
CKK;Cherokee;Cherokee;United States;US;36.283333;-91.5;67;4851247;6252001;36.283333, -91.5
SHX;Shageluk;Shageluk;United States;US;62.633333;-159.583333;67;\N;6252001;62.633333, -159.583333
MKF;Mckenna AAF;Columbus;United States;US;-12.5625;39.896389;67;5645893;6252001;-12.5625, 39.896389
ELY;Yelland;Ely;United States;US;39.3;-114.85;67;5503694;6252001;39.3, -114.85
AKK;Akhiok SPB;Akhiok;United States;US;56.95;-154.166667;67;\N;6252001;56.95, -154.166667
LOU;Bowman Field Airport;Louisville;United States;US;38.227778;-85.663611;67;5429522;6252001;38.227778, -85.663611
MER;Castle AFB;Atwater, CA;United States;US;37.380556;-120.568056;67;5325187;6252001;37.380556, -120.568056
WBU;Municipal;Boulder;United States;US;40.033333;-105.233333;67;5641473;6252001;40.033333, -105.233333
MTJ;Montrose Regional Airport;Montrose;United States;US;38.509722;-107.894167;67;5431710;6252001;38.509722, -107.894167
AKN;King Salmon;King Salmon;United States;US;58.516667;-156.633333;67;\N;6252001;58.516667, -156.633333
EBS;Municipal;Webster City;United States;US;42.466667;-93.8;67;4881096;6252001;42.466667, -93.8
SSU;Greenbrier;White Sulphur Springs;United States;US;61.833333;-1.833333;67;5686092;6252001;61.833333, -1.833333
OZR;Cairns AAF;Ozark;United States;US;53.116667;22.45;67;4402245;6252001;53.116667, 22.45
CUW;Cube Cove;Cube Cove;United States;US;58.35;-133.766667;67;\N;6252001;58.35, -133.766667
RIC;Richmond International Airport;Richmond, VA;United States;US;37.5;-77.316667;67;5780388;6252001;37.5, -77.316667
LOT;Lewis Lockport;Lockport;United States;US;41.6;-88.05;67;5125011;6252001;41.6, -88.05
HIK;Hickam AFB;Honolulu;United States;US;21.316111;-157.926667;67;5856195;6252001;21.316111, -157.926667
FCA;Glacier Park International;Kalispell, MT;United States;US;48.316667;-114.266667;67;5660340;6252001;48.316667, -114.266667
PWT;Bremerton;Bremerton;United States;US;47.483333;-122.75;67;5788054;6252001;47.483333, -122.75
JVL;Rock County;Janesville;United States;US;42.616667;-89.033333;67;5257754;6252001;42.616667, -89.033333
GMT;Granite Mountain;Granite Mountain;United States;US;65.4;-161.283333;67;\N;6252001;65.4, -161.283333
FTY;Fulton County;Atlanta;United States;US;9.716667;-82.983333;67;4883772;6252001;9.716667, -82.983333
HMN;Holloman AFB;Alamogordo;United States;US;37.633333;-6.433333;67;5454627;6252001;37.633333, -6.433333
MYL;Mccall;Mccall;United States;US;45.883333;-116.1;67;5600363;6252001;45.883333, -116.1
PTV;Porterville;Porterville;United States;US;36.033333;-119.066667;67;5384471;6252001;36.033333, -119.066667
RIF;Reynolds;Richfield;United States;US;38.75;-112.1;67;5545710;6252001;38.75, -112.1
DHT;Dalhart;Dalhart;United States;US;12.186111;42.89;67;5519862;6252001;12.186111, 42.89
RNC;Warren County;Mcminnville;United States;US;-24.016667;132.25;67;5739936;6252001;-24.016667, 132.25
VCV;Southern California Logistics;Victorville, CA;United States;US;34.5975;-117.383056;67;5406222;6252001;34.5975, -117.383056
MHK;Municipal;Manhattan;United States;US;39.133333;-96.666667;67;5664535;6252001;39.133333, -96.666667
CTW;Cottonwood;Cottonwood;United States;US;34.733333;-112.033333;67;5589704;6252001;34.733333, -112.033333
UGN;Memorial;Waukegan;United States;US;42.35;-87.833333;67;4915734;6252001;42.35, -87.833333
LPO;Municipal;Laporte;United States;US;41.6;-86.716667;67;5578877;6252001;41.6, -86.716667
KBC;Birch Creek;Birch Creek;United States;US;66.266667;-145.8;67;\N;6252001;66.266667, -145.8
PWR;Port Walter;Port Walter;United States;US;56.383333;-134.65;67;\N;6252001;56.383333, -134.65
AHN;Athens;Athens;United States;US;33.95;-83.333333;67;5244312;6252001;33.95, -83.333333
SYB;Seal Bay;Seal Bay;United States;US;58.166667;-152.5;67;\N;6252001;58.166667, -152.5
WMK;SPB;Meyers Chuck;United States;US;55.733333;-132.2;67;\N;6252001;55.733333, -132.2
SVE;Susanville;Susanville;United States;US;40.4;-120.65;67;5572400;6252001;40.4, -120.65
GTF;International;Great Falls;United States;US;47.5;-111.366667;67;5655240;6252001;47.5, -111.366667
MCD;Mackinac Island;Mackinac Island;United States;US;45.865;-84.637222;67;\N;6252001;45.865, -84.637222
BVX;Municipal;Batesville;United States;US;35.766667;-91.65;67;4672600;6252001;35.766667, -91.65
LYU;Ely;Ely;United States;US;47.9;-91.85;67;5503694;6252001;47.9, -91.85
SUE;Door County;Sturgeon Bay;United States;US;44.833333;-87.416667;67;5274867;6252001;44.833333, -87.416667
LVK;Livermore;Livermore;United States;US;37.683333;-121.766667;67;5367440;6252001;37.683333, -121.766667
IKO;Nikolski AFS;Nikolski;United States;US;52.95;-168.866667;67;\N;6252001;52.95, -168.866667
TVI;Municipal;Thomasville;United States;US;51.566667;8.133333;67;4494942;6252001;51.566667, 8.133333
ECS;Mondell;Newcastle;United States;US;43.883333;-104.316667;67;5833349;6252001;43.883333, -104.316667
SME;Pulaski County;Somerset;United States;US;37.083333;-84.6;67;5273620;6252001;37.083333, -84.6
MZZ;Marion;Marion;United States;US;40.483333;-85.683333;67;5261872;6252001;40.483333, -85.683333
UPP;Upolu Point;Upolu Point;United States;US;20.266666999999998;-155.85;67;\N;6252001;20.266666999999998, -155.85
PPA;Perry Lefors Field;Pampa;United States;US;35.533333;-100.95;67;5527953;6252001;35.533333, -100.95
OLH;Old Harbor SPB;Old Harbor;United States;US;57.2;-153.316667;67;\N;6252001;57.2, -153.316667
FTW;Meacham Field;Fort Worth;United States;US;32.855556;-96.85;67;4691930;6252001;32.855556, -96.85
ASN;Talladega;Talladega;United States;US;38.6;-0.683333;67;4092788;6252001;38.6, -0.683333
EMK;Emmonak;Emmonak;United States;US;62.766667;-164.5;67;\N;6252001;62.766667, -164.5
EWK;City-County;Newton;United States;US;38.05;-97.35;67;5101848;6252001;38.05, -97.35
MDF;Medford;Medford;United States;US;45.15;-90.333333;67;5740099;6252001;45.15, -90.333333
BBB;Municipal;Benson;United States;US;45.316667;-95.6;67;5771337;6252001;45.316667, -95.6
PQI;Municipal;Presque Isle;United States;US;46.683333;-68.05;67;4975966;6252001;46.683333, -68.05
BTY;Beatty;Beatty;United States;US;52.9;-1.783332999999999;67;5550561;6252001;52.9, -1.783332999999999
HWO;North Perry;Hollywood;United States;US;26.001389;-80.240556;67;4582042;6252001;26.001389, -80.240556
JOC;Centerport Heliport;Santa Ana;United States;US;1.083333;-77.55;67;5392900;6252001;1.083333, -77.55
OPF;Opa Locka;Miami;United States;US;25.906944;-80.278333;67;5304640;6252001;25.906944, -80.278333
GCN;National Park;Grand Canyon;United States;US;35.95;-112.15;67;\N;6252001;35.95, -112.15
HIB;Chisholm;Chisholm;United States;US;47.383333;-92.833333;67;5021088;6252001;47.383333, -92.833333
UCY;Everett-Stewart;Union City;United States;US;36.416667;-89.05;67;5404555;6252001;36.416667, -89.05
HYA;Barnstable;Hyannis;United States;US;41.669444;-70.280278;67;4940190;6252001;41.669444, -70.280278
GKN;Gulkana;Gulkana;United States;US;62.166667;-145.466667;67;\N;6252001;62.166667, -145.466667
TLR;Mefford Field;Tulare, CA;United States;US;39.156389;-119.326111;67;5403783;6252001;39.156389, -119.326111
LKV;Lake County;Lakeview;United States;US;42.166667;-120.4;67;5735792;6252001;42.166667, -120.4
CZO;Chistochina;Chistochina;United States;US;62.566667;-144.666667;67;\N;6252001;62.566667, -144.666667
CHL;Challis;Challis;United States;US;44.5;-114.233333;67;\N;6252001;44.5, -114.233333
OCW;Warren Field;Washington;United States;US;35.55;-77.05;67;5549222;6252001;35.55, -77.05
FSN;Haley AAF;Fort Sheridan;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
SZP;Oxnard;Santa Paula;United States;US;34.347222;-119.061111;67;5393245;6252001;34.347222, -119.061111
LEX;Blue Grass;Lexington;United States;US;38.036389;-84.605833;67;5160635;6252001;38.036389, -84.605833
MCB;Pike County;Mccomb;United States;US;31.15;-90.433333;67;5162260;6252001;31.15, -90.433333
AVX;Avalon Bay;Catalina Island;United States;US;33.333333;-118.35;67;\N;6252001;33.333333, -118.35
RMC;Machesney;Rockford;United States;US;-32.85;24.166667;67;5168451;6252001;-32.85, 24.166667
TRT;Tremonton;Tremonton;United States;US;-7.8;-38.283333;67;5783768;6252001;-7.8, -38.283333
OKS;Oshkosh;Oshkosh;United States;US;41.4;-102.333333;67;5265838;6252001;41.4, -102.333333
CNK;Blosser Municipal;Concordia;United States;US;39.55;-97.65;67;5096867;6252001;39.55, -97.65
AHT;Amchitka;Amchitka;United States;US;51.5;179.0;67;\N;6252001;51.5, 179.0
LVM;Mission Field;Livingston;United States;US;45.666667;-110.566667;67;5663049;6252001;45.666667, -110.566667
AYZ;Zahns;Amityville;United States;US;40.666667;-73.416667;67;5107140;6252001;40.666667, -73.416667
SRU;Skypark;Santa Cruz;United States;US;2.166667;-76.1;67;5393052;6252001;2.166667, -76.1
PMD;La Palmdale Regional Airport;Palmdale, CA;United States;US;34.629444;-118.084444;67;5380698;6252001;34.629444, -118.084444
ADG;Lenawee County;Adrian;United States;US;41.9;-84.033333;67;5015882;6252001;41.9, -84.033333
LAW;Municipal;Lawton;United States;US;34.566667;-98.416667;67;4998956;6252001;34.566667, -98.416667
OMK;Municipal;Omak;United States;US;48.4;-119.533333;67;5805734;6252001;48.4, -119.533333
LTH;Lathrop Wells;Lathrop Wells;United States;US;36.666667;-116.65;67;\N;6252001;36.666667, -116.65
JMS;Jamestown;Jamestown;United States;US;46.933333;-98.683333;67;5360382;6252001;46.933333, -98.683333
CGZ;Municipal;Casa Grande;United States;US;32.883333;-111.75;67;5288636;6252001;32.883333, -111.75
OGG;Kahului;Maui, HI;United States;US;20.898611;-156.430556;67;\N;6252001;20.898611, -156.430556
OCH;A L Mangham Jr. Regional;Nacogdoches, TX;United States;US;31.6;-94.65;67;4713735;6252001;31.6, -94.65
RIE;Rice Lake;Rice Lake;United States;US;45.5;-91.733333;67;5268798;6252001;45.5, -91.733333
GQQ;Galion;Galion;United States;US;40.733333;-82.8;67;5155414;6252001;40.733333, -82.8
GUF;Edwards;Gulf Shores;United States;US;30.289722;-87.671667;67;4065552;6252001;30.289722, -87.671667
SCF;Scottsdale Municipal;Phoenix;United States;US;33.5;-111.933333;67;5745656;6252001;33.5, -111.933333
JAX;Jacksonville,;Jacksonville, FL;United States;US;30.416667;-81.633333;67;5733409;6252001;30.416667, -81.633333
CIB;Ap In The Sky;Catalina Island;United States;US;33.416389;-118.416389;67;\N;6252001;33.416389, -118.416389
MRC;Maury County;Columbia;United States;US;-10.75;-67.866667;67;5338800;6252001;-10.75, -67.866667
INT;Smith-Reynolds;Winston Salem;United States;US;36.133333;-80.219444;67;\N;6252001;36.133333, -80.219444
SAV;Savannah/Hilton Head;Savannah;United States;US;32.133333;-81.2;67;4656006;6252001;32.133333, -81.2
FRD;Friday Harbor;Friday Harbor;United States;US;48.521944;-123.024444;67;5795104;6252001;48.521944, -123.024444
HSL;Huslia;Huslia;United States;US;65.7;-156.416667;67;\N;6252001;65.7, -156.416667
JBK;Berkeley;Berkeley;United States;US;37.95;-122.3;67;5327684;6252001;37.95, -122.3
HLR;Fort Hood AAF;Killeen;United States;US;31.138611;-97.714444;67;4703223;6252001;31.138611, -97.714444
OJC;Johnson Executive;Kansas City;United States;US;38.85;-94.733333;67;4393217;6252001;38.85, -94.733333
VKW;West Kavik;West Kavik;United States;US;69.666667;-146.916667;67;\N;6252001;69.666667, -146.916667
CYT;Intermediate;Yakataga;United States;US;60.083333;-142.483333;67;\N;6252001;60.083333, -142.483333
MOS;Intermediate;Moses Point;United States;US;64.7;-162.05;67;\N;6252001;64.7, -162.05
FKN;Municipal;Franklin;United States;US;36.683333;-76.916667;67;5253710;6252001;36.683333, -76.916667
LFK;Lufkin Angelina County;Lufkin, TX;United States;US;31.25;-94.752778;67;4708308;6252001;31.25, -94.752778
ISP;Long Island Mac Arthur;Islip, NY;United States;US;40.795278;-73.100278;67;5122413;6252001;40.795278, -73.100278
WRI;Mc Guire Afb;Wrightstown, New Jersey;United States;US;40.015556;-74.593611;67;5279757;6252001;40.015556, -74.593611
CMI;University Of Illinois Willard;Champaign;United States;US;40.033333;-88.283333;67;4887158;6252001;40.033333, -88.283333
EDW;Edwards AFB;Edwards AFB;United States;US;34.9;-117.883333;67;\N;6252001;34.9, -117.883333
GBD;Great Bend;Great Bend;United States;US;38.35;-98.866667;67;4272340;6252001;38.35, -98.866667
FEP;Albertus;Freeport;United States;US;42.266667;-89.583333;67;5190486;6252001;42.266667, -89.583333
MLT;Millinocket;Millinocket;United States;US;45.65;-68.7;67;4972220;6252001;45.65, -68.7
LPS;Lopez Island;Lopez Island;United States;US;48.483333;-122.936111;67;\N;6252001;48.483333, -122.936111
MHT;Manchester-boston Regional Airport;Manchester, NH;United States;US;42.9325;-71.435556;67;5802247;6252001;42.9325, -71.435556
PPV;Port Protection;Port Protection;United States;US;56.333333;-133.666667;67;\N;6252001;56.333333, -133.666667
MSV;Sullivan County Intl;Monticello;United States;US;41.616667;-74.7;67;5543377;6252001;41.616667, -74.7
WVI;Watsonville;Watsonville;United States;US;36.916667;-121.75;67;5407529;6252001;36.916667, -121.75
FIV;Five Finger;Five Finger Coast Guard Heliport;United States;US;57.27;-133.631389;67;\N;6252001;57.27, -133.631389
RFK;Rollang Field;Anguilla;United States;US;32.966667;-90.833333;67;\N;6252001;32.966667, -90.833333
BDL;Bradley International;Windsor Locks, CT;United States;US;41.938889;-72.683333;67;4845926;6252001;41.938889, -72.683333
MSO;Missoula International;Missoula;United States;US;46.916667;-114.083333;67;5666639;6252001;46.916667, -114.083333
PVZ;Casement;Painesville;United States;US;41.733333;-81.216667;67;5166009;6252001;41.733333, -81.216667
MDO;Intermediate;Middleton Island;United States;US;59.45;-146.316667;67;\N;6252001;59.45, -146.316667
AMW;Ames;Ames;United States;US;42.0;-93.616667;67;4846834;6252001;42.0, -93.616667
MQB;Municipal;Macomb;United States;US;40.45;-90.616667;67;4900817;6252001;40.45, -90.616667
XES;Municipal;Lake Geneva;United States;US;42.566667;-88.416667;67;5259169;6252001;42.566667, -88.416667
LMA;Lake Minchumina;Lake Minchumina;United States;US;63.883333;-152.316667;67;\N;6252001;63.883333, -152.316667
BGT;Bagdad;Bagdad, AZ;United States;US;34.593056;-113.170278;67;5552575;6252001;34.593056, -113.170278
HCR;Holy Cross;Holy Cross;United States;US;62.15;-159.783333;67;\N;6252001;62.15, -159.783333
GSO;Piedmont Triad Intl;Greensboro, NC;United States;US;36.097778;-79.937222;67;4469146;6252001;36.097778, -79.937222
EAA;Eagle;Eagle;United States;US;64.766667;-141.15;67;5591778;6252001;64.766667, -141.15
BIC;Big Creek;Big Creek;United States;US;57.666667;-157.583333;67;\N;6252001;57.666667, -157.583333
ATW;Outagamie County;Appleton;United States;US;44.266667;-88.516667;67;5244080;6252001;44.266667, -88.516667
EYR;Yerington;Yerington;United States;US;38.983333;-119.166667;67;5515507;6252001;38.983333, -119.166667
LHB;Lost Harbor Sea Port;Lost Harbor;United States;US;54.233333;-165.6;67;\N;6252001;54.233333, -165.6
CXC;Chitina Arpt;Chitina;United States;US;61.566667;-144.416667;67;\N;6252001;61.566667, -144.416667
AIY;Bader Field;Atlantic City;United States;US;39.366667;-74.45;67;4500546;6252001;39.366667, -74.45
BMX;Big Mountain;Big Mountain;United States;US;59.366667;-155.266667;67;\N;6252001;59.366667, -155.266667
CLS;Centralia;Chehalis;United States;US;46.683333;-122.983333;67;5789817;6252001;46.683333, -122.983333
JSK;Municipal Heliport;Saint Cloud;United States;US;18.766666999999998;-72.066667;67;5044407;6252001;18.766666999999998, -72.066667
DUF;Pine Island Airport;Corolla, NC;United States;US;36.253611;-75.788611;67;\N;6252001;36.253611, -75.788611
LDM;Mason County;Ludington;United States;US;50.8;24.05;67;5000306;6252001;50.8, 24.05
CUS;Municipal;Columbus;United States;US;31.833333;-107.633333;67;5645893;6252001;31.833333, -107.633333
WBW;Wilkes-Barre/Wyoming Valley;Wilkes-Barre, PA;United States;US;41.297222;-75.851111;67;5219488;6252001;41.297222, -75.851111
PRO;Municipal;Perry;United States;US;18.6;-74.05;67;5779613;6252001;18.6, -74.05
PRZ;Prineville;Prineville;United States;US;44.3;-120.85;67;5746901;6252001;44.3, -120.85
BKT;Blackstone AAF;Blackstone;United States;US;37.083333;-77.95;67;4930738;6252001;37.083333, -77.95
SGH;Springfield;Springfield;United States;US;44.633333;-64.85;67;5754005;6252001;44.633333, -64.85
FBR;Fort Bridger;Fort Bridger;United States;US;41.316667;-110.383333;67;\N;6252001;41.316667, -110.383333
OTG;Worthington;Worthington;United States;US;43.65;-95.583333;67;5177396;6252001;43.65, -95.583333
KPN;Kipnuk SPB;Kipnuk;United States;US;59.933333;-164.033333;67;\N;6252001;59.933333, -164.033333
